count	word
5	一五0
5	黄建军
5	公共品
5	方文山
5	水塔
5	裘立华
5	褥疮
5	乐东县
5	3325
5	摩斯
5	排遣
5	亳
5	2011年6月份
5	陈丽
5	长沙站
5	谢胜权
5	实践论
5	郝某
5	曹广传
5	李修松
5	预收
5	深黄色
5	Abell2744
5	黄岭竹
5	土沟
5	控制点
5	50-60
5	1997年1月
5	融资券
5	赵鑫
5	窦灿辉
5	卢龙
5	杨雪
5	商品名
5	王海东
5	陈三
5	吴家丽
5	老乡会
5	煤渣
5	相混
5	休·怀特
5	古普塔
5	钩住
5	张维德
5	21837
5	A05
5	得准
5	扯开
5	范骁骏
5	诶
5	马磊斌
5	良将
5	EVA
5	钢条
5	羽凡
5	MacBookAir
5	清晨，107
5	编修
5	辉景乡
5	安全区
5	流行性
5	士子
5	卢汉龙
5	粗涩
5	文庙大成殿
5	霓裳
5	心外科
5	猛火
5	G1232
5	3661
5	露珠
5	计算机应用
5	建档立卡
5	卢湾区
5	张学思
5	１８０
5	南岗区
5	连票
5	无神
5	柳廷峰
5	德仁堂
5	大荔
5	通信网
5	后汉书
5	2000年11月
5	讹传
5	1978年9月
5	糕点师
5	抱箍
5	体育类
5	赵振宗
5	潼
5	官妓
5	韩建
5	奉迎
5	廉正
5	卫祖国
5	2013年5月14日
5	热水壶
5	胎盘前置
5	喜色
5	洪文安
5	何莉莉
5	成都话
5	卡梅隆·迪亚兹
5	杨林太
5	官奴
5	溪谷
5	惕
5	雷-阿伦
5	商婧
5	阿古
5	祸事
5	QUARTZ
5	97.8%
5	新周刊
5	吕友清
5	55.2%
5	威立雅
5	阶梯状
5	瞅着
5	决胜局
5	UgoFisch
5	滚开
5	土法
5	suv
5	鸭子肉
5	史漓莎
5	阚青鹤
5	王建伟
5	雪板
5	热泉
5	冲垮
5	10余件
5	孙亮
5	欧汉声
5	任娇
5	3.94%
5	张增旻
5	尘嚣
5	陈洋钦
5	1388
5	灵前
5	扁桃
5	003
5	炎陵县
5	12月28日22时40分
5	2092
5	排阻
5	吊杠
5	Permanently
5	何小竹
5	西南局
5	胡贵龙
5	郭莹
5	尼古拉斯·萨科齐
5	黄琪
5	020
5	试读
5	吕嘉慧
5	张择端
5	1925
5	张顺兴
5	024
5	陶辛镇
5	奥德赛
5	牛彦峰
5	六镇镇
5	脊髓
5	致富经
5	玄妙
5	1997年5月16日
5	土炕
5	２０００多斤
5	伺服
5	2006.10
5	抑扬顿挫
5	老教堂
5	损人
5	沈巷镇
5	删档
5	席卷而来
5	雪猴
5	陈柯羽
5	字辈
5	VOA
5	取阅
5	骄横
5	市议会
5	无可非议
5	崔雷
5	先锋岗
5	乌里扬诺娃
5	李丽辉
5	13日18时
5	陈仓区
5	雷蛇
5	1331年
5	挪窝
5	范杰
5	奥普拉·温弗瑞
5	无欲
5	2013年121085
5	姝
5	愤世嫉俗
5	新浦区
5	十年如一日
5	薄荷油
5	曾智明
5	余辰
5	得志
5	5-2
5	垃圾山
5	5-1
5	冬麦区
5	开赌
5	5-7
5	三都澳
5	5-5
5	江平镇
5	孙钊
5	五金店
5	北方网
5	5-4
5	形象化
5	结义
5	ddff20100
5	多通道
5	蔡星
5	福特福克斯
5	疏勒
5	麦弗逊
5	余卫平
5	林兴宅
5	难治
5	武叶
5	唇妆
5	1891
5	、省
5	1896
5	胡真
5	马托格鲁索
5	1898
5	天寒
5	靖西
5	生育酚
5	沙西线
5	探索性
5	Xbox360
5	老头儿
5	91.5%
5	手抓肉
5	诵
5	雄赳赳
5	塞班
5	陆建銮
5	记挂
5	D973
5	鹤舞
5	史特纳斯
5	平铺
5	吴桥镇
5	屋脊
5	Metallica
5	川藏线
5	第四纪
5	Pajun
5	亲家母
5	无漏
5	钙盐
5	菜圃
5	952
5	度娘
5	来牟镇
5	砸盘
5	扩散器
5	徐爱水
5	范木晓
5	霸王岭
5	120余起
5	赵正平
5	斯派克-琼斯
5	氢化
5	记叙
5	电钻
5	海洋法
5	落袋
5	1月8日16
5	胡娜
5	划桨
5	９１
5	牟
5	油井
5	生煎馒头
5	９８
5	妇产医院
5	2013年7月24日
5	张极井
5	曝晒
5	东门路
5	楚灵王
5	王大人
5	杨萍
5	林敏谋
5	钓竿
5	食管炎
5	肖强
5	Gabbana2014
5	神奥
5	黄皮
5	88.8%
5	Tim
5	易迅网
5	昨晚一
5	中生代
5	5200万
5	CVC2013
5	多胎妊娠
5	脯
5	杨建国
5	D618
5	求治
5	窃盗
5	兴安盟
5	法桐
5	小番茄
5	763
5	泡沫板
5	厢子
5	廖先明
5	乌-红线
5	李明吉
5	杨蕾
5	差一点儿
5	精索
5	无界
5	藏经
5	港尾镇
5	仪表台
5	军事科学
5	芳树
5	历历
5	相马
5	宋小兵
5	梁陈
5	相验
5	2288
5	王俊禄
5	预检
5	佃煮
5	载淳
5	莱斯利·哈里斯
5	党毅飞
5	中孝介
5	金民律
5	鼙鼓
5	轻缓
5	梢门
5	0-5
5	簇
5	模仿者
5	天悦
5	林祖密
5	鄧紫棋
5	学社
5	法雷尔
5	围拢
5	0-0
5	窘态
5	并拢
5	桂花村
5	BIG
5	席海雄
5	置疑
5	善耆
5	李友梅
5	livemint
5	2011-2013
5	教案
5	滤清器
5	LGG3
5	仓前
5	安利平
5	臭汗
5	下里巴人
5	20亿余元
5	横财
5	田玲得
5	唐延路
5	帮个忙
5	天梭
5	去污剂
5	二日游
5	63年
5	D685
5	殷红
5	发大财
5	心室
5	于涛
5	煤球
5	大赌场
5	象背
5	葫芦瓜
5	西坝河
5	高架路
5	闭户
5	字斟句酌
5	肌肉车
5	流脓
5	粗蛋白质
5	护脚
5	唬人
5	井岗
5	主事者
5	氯碱
5	黄生
5	郭耕
5	陆相
5	天镇县
5	午前
5	一团和气
5	自动化所
5	鄂东
5	J179
5	孜孜以求
5	释明
5	母亲节
5	杨虎
5	耦合
5	茶黄素
5	没救
5	马天宁
5	邵涛
5	化工业
5	周南焱
5	任兴洲
5	王兆忠
5	粗灰分
5	承包方
5	郭广昌
5	腹壁
5	科学奖
5	落锤
5	处子
5	奚婉婷
5	伍家湾
5	高安屯
5	师太
5	全德
5	LGGFlex
5	低产
5	WhiteWave
5	乐理
5	敏感期
5	王丽娅
5	60余起
5	CDMA
5	拳头产品
5	陶晓明
5	2013年4月25日
5	缓颊
5	张振明
5	科技兴农
5	盐碱化
5	小便清长
5	圆球体
5	微步
5	萧家淇
5	拚
5	铁瑾
5	母姓
5	周铁根
5	大辽
5	养德
5	粉面
5	画栋
5	cpce
5	爱面子
5	易茂林
5	毒生姜
5	罗双江
5	白土
5	纽波特
5	忆苦
5	深静脉
5	佩雷拉
5	王洪志
5	敲出
5	章泽
5	格式化
5	卖马
5	贺祖斌
5	十余刀
5	吴景添
5	绥远
5	妈妈桑
5	吴晶
5	挖煤
5	前降支
5	2001年10月
5	42.98万-57
5	韦列伊斯基
5	1937年11月
5	杜玉波
5	留成
5	受虐狂
5	剥光
5	许先丛
5	荣事达
5	吴思瑶
5	气促
5	王选华
5	家婆
5	张益新
5	故址
5	钟腾村
5	计步器
5	本机
5	半发面
5	电死
5	２９
5	别哭
5	枷刑
5	扫平
5	六盘水
5	保安局
5	八所港
5	动物化石
5	大卫·彼得雷乌斯
5	宏胜
5	徐海东
5	尹畅
5	受封
5	小侯
5	政和县
5	光波
5	云洞岩
5	半焦
5	指示灯
5	超编
5	3.5万
5	红苹果
5	檄文
5	廖仕祺
5	梅捷
5	袁德旺
5	趾高气扬
5	桑德斯
5	凯蒂·佩里
5	暑热
5	启发性
5	武庙
5	2.16
5	李喆
5	学府路
5	黄玉连
5	徐泾
5	徐波
5	2.19
5	干饭
5	攻玉
5	嗽
5	翟慕政
5	10%-50%
5	第一封
5	深圳湾
5	转用
5	避震
5	稻壳
5	王素琴
5	金榜
5	太平军
5	走姿
5	朱桂兰
5	高瘦
5	整建
5	汶莱
5	逼嫁
5	亲征
5	薯干
5	钝化
5	下肢水肿
5	茶青
5	成昆
5	送酒
5	家学
5	铁炮
5	7720
5	谭宗智
5	染血
5	曾创
5	药盒
5	绝育
5	加官
5	云雨
5	部员
5	嘲
5	士族
5	延揽
5	北宋时
5	超高压
5	屋前
5	泥汊镇
5	乌恰
5	惠南
5	跳高
5	康飞
5	优等
5	瓦济里斯坦
5	智能系统
5	齐中熙
5	劳伦斯·韦恩
5	瑞风
5	F0
5	顾家村
5	粉黛
5	辅修
5	杨贺鹏
5	劝酒
5	冯文彬
5	苟角镇
5	宾朋
5	下笔
5	2928
5	卡耐基
5	雄霸
5	无症状
5	人权法
5	招贤
5	什洛莫·诺伊
5	少子化
5	57.9%
5	暖暖地
5	潘智所
5	回马
5	33.6%
5	女经理
5	王鹤瑾
5	2012年1月6日
5	滴注
5	田雨生
5	安慰剂
5	许明
5	甘世琴
5	徐杰
5	赤子之心
5	拉紧
5	谌龙
5	仔猪
5	声言
5	谈天
5	Sam
5	小游园
5	Ⅷ
5	CNN7
5	暖阁
5	血铅
5	茶坊
5	丑牛
5	许敏
5	王恒涛
5	童养媳
5	川椒
5	ed
5	２０３０年
5	魏学珍
5	乔清晨
5	1991年12月
5	无端端
5	执棒
5	杨亨燮
5	57954
5	燃烧弹
5	柴房
5	顿珠
5	电视片
5	茶会
5	gato
5	龙山镇
5	问句
5	目前三
5	云蒙山
5	0591-88590388
5	发展商
5	退散
5	荧
5	挨批
5	理综
5	浅薄
5	汽车集团
5	１９３７年１２月２２日
5	啰嗦
5	AcePower
5	李夏至
5	温福
5	庆阳市
5	门桥
5	事不关己
5	细算
5	OhBoy
5	煨
5	甘拜下风
5	５０分
5	祁凤琴
5	印刷机
5	皮尔
5	徐慧
5	印刷术
5	12时20分
5	系统软件
5	处女航
5	张泰来
5	Re
5	条状
5	陈康
5	襄州
5	汉昭帝
5	周喜俊
5	扫尘
5	绕组
5	1508
5	金章宗
5	针砭时弊
5	太平轮
5	李兆基
5	未约定
5	石墨
5	旧中国
5	投资中心
5	抽干
5	助保金
5	顾晓鸣
5	四维
5	烧豆腐
5	31.6%
5	0.15%
5	不虚此行
5	益寿延年
5	1.7-2%
5	迈克劳林
5	林彬彬
5	徒步走
5	吐放
5	纪宣
5	刁晓红
5	八珍
5	何家弘
5	犊
5	巴勒松
5	3760
5	免冠
5	撞球
5	阿方
5	颤颤悠悠
5	沙质
5	Sethi
5	1.98%
5	红白事
5	出租者
5	1931年11月
5	十步
5	飞蛾
5	728
5	因缘
5	，吸引
5	李宜静
5	唇颚裂
5	33.2%
5	288秒
5	箭射
5	裱
5	浦江县
5	139744
5	娇美
5	。这
5	京九线
5	旋转门
5	钦羡
5	研究馆员
5	席倩
5	姑娘追
5	弗朗索瓦·密特朗
5	五彩斑斓
5	魏学林
5	0：1
5	西席村
5	须根
5	自哀
5	case
5	肉猪
5	徐艺婷
5	cast
5	奥组委
5	逢迎
5	撒布
5	2013年2月9日
5	迪信通
5	陈娟
5	坝子
5	敌占区
5	临澧县
5	科技报
5	3299
5	浮游
5	斩六将
5	爱怜
5	福原爱
5	侍
5	程景涛
5	2月27日
5	iloveyou
5	篆书
5	李晨阳
5	货色
5	龙田镇
5	胡相全
5	楼东
5	抓牢
5	仙都镇
5	从头至尾
5	确山
5	未受伤
5	胡安·卡洛斯一世
5	二合一
5	文广局
5	春寒
5	堆积物
5	卢卡斯·欧文
5	塘边村
5	iMac
5	朴健一
5	超然
5	乃东县
5	片状
5	52.5%
5	四五万
5	浅昏迷
5	侯伍杰
5	蠓
5	病状
5	转轮手枪
5	禀告
5	Vizio
5	惨绝
5	B3
5	崔富一
5	B8
5	贾文荣
5	精子形成
5	朱明瑛
5	莹澈
5	1972年10月
5	心防
5	翻土
5	死路一条
5	涕泪
5	十多下
5	1月4日24时
5	暖茶
5	艾伦·亨森
5	肖桂来
5	雪弗莱
5	抗告
5	质量上乘
5	七寸
5	房玄龄
5	固沙
5	自动上传
5	温轶群
5	小肚
5	BW
5	4月6日
5	BP
5	奇侠
5	电教
5	帅哥们
5	没话说
5	铁线
5	2005年1月14日
5	长生果
5	袁水河
5	县境
5	发信
5	中医骨科
5	南浔
5	齐麟
5	贺迎春
5	沂蒙情
5	哪吒
5	黄东升
5	托词
5	杯葛
5	首次来
5	包产到户
5	10月6
5	湖心
5	棕囊藻
5	兰万安
5	政企不分
5	西装革履
5	朱丽华
5	古县
5	婴儿肥
5	瑞特
5	引导者
5	半百
5	粉肠
5	陈伟霆
5	41.6%
5	张顺遂
5	4-1
5	李冰
5	明年年初
5	尼可莱塔
5	韋唯
5	边仁善
5	市立医院
5	坐享
5	李兰
5	航测
5	高志鹏
5	上文
5	。考生
5	津门
5	２００８年
5	娇宠
5	2931
5	颁奖词
5	涂松岩
5	VilayatDagestan
5	鄢陵县
5	婷
5	何赛飞
5	有吸引力的
5	成斌
5	许桓尚
5	泡妞
5	锒
5	马其诺
5	尚居
5	希拉里·克林顿
5	期冀
5	耍流氓
5	龙湖镇
5	K512
5	许琛
5	宣酒
5	肝阳上亢
5	铷
5	太田昭宏
5	改打
5	酒疯
5	擅用
5	蛆
5	、省内
5	希尔斯
5	月色
5	银质奖
5	过程控制
5	NicolasCage
5	礼士路
5	李向明
5	传记作家
5	赵悦
5	圆柱体
5	天蓝色
5	俣
5	出险
5	淘客
5	邹光祥
5	来访者
5	苏梅岛
5	分析员
5	曹轶欧
5	小写
5	泄泻
5	三千万
5	G7222
5	张向阳
5	立时
5	连珠炮
5	75205
5	圣何塞
5	点阵
5	20%到30%
5	网络管理
5	袁婧枭
5	万寿桥
5	付梓
5	面汤
5	工具书
5	章元察
5	陈竞超
5	图示
5	刘军喜
5	其害
5	李韶平
5	刘是何
5	唐语林
5	燕王
5	重力加速度
5	广通河
5	匡岩
5	招显聪
5	画押
5	G2619
5	鞠李
5	渐少
5	黄岛区
5	订书机
5	科雷兹
5	李敬明
5	壮志凌云
5	蓄积量
5	赣州市
5	观海
5	奖牌榜
5	75分
5	鄂西
5	9300余万
5	Christy
5	解周玮
5	醋坛子
5	八步区
5	11月16日
5	金沙湾
5	土左旗
5	玛丽亚·费雷尔
5	舍近求远
5	讲评
5	圆筒形
5	关系学
5	李罡
5	毕婚
5	尘寰
5	破位
5	８年
5	胡宏炜
5	方力
5	庞超
5	石码镇
5	12月13日00
5	增广
5	高墩
5	纹丝不动
5	上午一早
5	百分之九十
5	吐蕃
5	李京蔚
5	24∶00
5	面包房
5	滦平
5	庄国土
5	朝思暮想
5	杰森·鲁尔克
5	意蕴
5	李维
5	罗伟林
5	翩跹起舞
5	酸楚
5	ai
5	安培
5	90744
5	董父
5	黄卫
5	闫凤
5	行政权
5	满清
5	豆瓣网
5	偷着
5	刘新
5	许郑妃
5	奏报
5	艾美奖
5	昨日零时
5	浉河
5	八宝丹
5	苏瑞
5	黄埔区
5	透明胶
5	生肌
5	高媛
5	喊醒
5	1989年10月
5	大卫·斯特恩
5	肾精亏虚
5	娄彩敏
5	鱼线
5	6:40
5	山姆大叔
5	电发
5	粒粒
5	胡燕瑜
5	石潭
5	以此类推
5	西禅寺
5	伤处
5	聚丙烯
5	12月28日19时
5	小舅子
5	101.0
5	杰里米·帕克斯曼
5	郭国军
5	4.5
5	苏兹伯格
5	4.1
5	4.0
5	拆伙
5	足步
5	王店乡
5	叙永县
5	献词
5	DV
5	李伟明
5	2700多万元全部一
5	御驾
5	国难当头
5	多丽丝
5	正态分布
5	11800
5	施维雄
5	缝纫机
5	４６
5	抓举
5	薄礼
5	４％
5	校准
5	2040年
5	吐拉洪
5	王秀云
5	成蕙琳
5	宾主
5	投币机
5	半句
5	李粼
5	累活
5	姚少
5	；[
5	爆转
5	248万
5	21464
5	曲栅栅
5	贡品
5	广裕
5	客满
5	1.004∶1
5	廖碧儿
5	新城村
5	2010年8月份
5	化学纤维
5	Siberia
5	李育臻
5	孙姓
5	藏语系
5	数九寒冬
5	文豪
5	打鸟
5	滦州
5	马德秀
5	1月5日一早
5	籽种
5	风雪交加
5	034
5	御苑
5	师级
5	渔洋
5	禾本科植物
5	拱卫
5	矛与盾
5	刚巧
5	团圆梦
5	Siri
5	四海乡
5	软糖
5	宋秋波
5	克里梅茨
5	朦胧美
5	萌战
5	伍厘陆
5	鲍美利
5	易行
5	镶牙
5	比恩
5	45％
5	1.33%
5	升阻比
5	陈尚云
5	蛟河市
5	龙虎
5	棉农
5	471
5	琼花
5	内科学
5	评酒
5	袁仁武
5	石台县
5	贷存比
5	生煎
5	8029
5	2月0时
5	破甲弹
5	西二旗
5	NorthSea
5	侯立新
5	2008年1月1日
5	于德志
5	法兰西斯
5	SteamMachine
5	82831
5	范剑平
5	绿花
5	短租房
5	183%
5	薛泰英
5	句式
5	NestLab
5	黄米
5	李延山
5	麦克马洪
5	徐连
5	刘晶
5	吕甲
5	赵书彬
5	茜尔维
5	艾梅柏·希尔德
5	源源不绝
5	齐唱
5	Showgirl
5	绑紧
5	陈奕
5	古代史
5	使坏
5	1月30日16
5	手鼓
5	李凡
5	鄙夷
5	15600
5	稀粥
5	6点20分
5	陈柱兵
5	孙跃进
5	九星
5	抽掉
5	45万余元
5	徐小元
5	14:30
5	再投资
5	环江
5	大老鼠
5	小超人
5	任佑明
5	让-托德
5	绒布
5	诚聘
5	400多斤
5	面店
5	瘟神
5	半天假
5	药检
5	644
5	吴清花
5	酒精依赖
5	娩出
5	藤椅
5	莫忘
5	克里夫兰
5	阮良之
5	４０００
5	游章友
5	超尘
5	1955年1月
5	敖卫兵
5	OIF
5	立式
5	熊发明
5	陈逸菲
5	00488
5	稍纵即逝
5	李疆
5	酸涩
5	李特
5	陈邵珣
5	鹏运
5	隐没
5	童声
5	2026
5	娅娅
5	8023
5	张启明
5	新马泰
5	酸橙
5	虚话
5	臂力棒
5	乐谱
5	鲍尔默
5	PotomackCo
5	弦外之音
5	弘盛
5	朱毅
5	钯金
5	袁绍宏
5	廿五
5	校史
5	铁叉
5	文化城
5	跳蚤
5	桑迪
5	维州
5	港漂
5	低热
5	活动日
5	沙雅
5	打脸
5	长子县
5	可吸收
5	轰六
5	枞阳
5	南炳文
5	账务
5	1938年3月
5	金翎奖
5	三支箭
